id,revenue
3001,17939089.456666667
3002,2570075.6566666667
3003,16240811.753333334
3004,18509922.11
3005,610981.4666666667
3006,13549473.073333334
3007,2555393.1266666665
3008,73442530.14666666
3009,33573488.18333333
3010,362403486.17
3011,419797.17
3012,961467.4333333333
3013,61527407.77333333
3014,623890.2033333334
3015,35174933.39666667
3016,146669.99666666667
3017,139815418.84666666
3018,182056009.15666667
3019,42343253.083333336
3020,847542846.46
3021,34233893.903333336
3022,41074583.163333334
3023,1630503.9466666668
3024,19160946.08
3025,1133563.4866666666
3026,140365399.28333333
3027,8926549.106666667
3028,71069528.8
3029,421452.0933333333
3030,51490143.833333336
3031,22856024.206666667
3032,8142234.3533333335
3033,635800.1633333333
3034,499643.4166666667
3035,1706892.8133333332
3036,8169158.596666667
3037,82730851.34
3038,60683132.79333334
3039,20849889.01
3040,2883897.1233333335
3041,34610697.98
3042,12285890.896666666
3043,20569781.243333332
3044,3177013.98
3045,402165989.62666667
3046,6060211.193333333
3047,15896059.95
3048,19222921.62
3049,106646148.30666667
3050,38495550.906666666
3051,541964.5366666666
3052,19105724.126666665
3053,149374.27
3054,7396364.016666667
3055,64568700.11666667
3056,550916.4566666667
3057,94390171.62
3058,360909755.31333333
3059,2210616.2733333334
3060,99679341.79666667
3061,83614567.65
3062,174821220.68666667
3063,81435485.87
3064,207712454.81
3065,37277162.81
3066,134117426.4
3067,1750683.22
3068,70143115.49666667
3069,308659123.9866667
3070,7048781.883333334
3071,9925178.47
3072,829830864.4833333
3073,784253.1033333334
3074,1942282.7433333334
3075,31787505.68
3076,203731940.48666668
3077,27307129.916666668
3078,165217035.7
3079,72072809.96333334
3080,154290025.87666667
3081,27130894.423333332
3082,15474129.073333334
3083,5640009.39
3084,801069.8933333333
3085,15632358.02
3086,162952147.34
3087,974091.0366666666
3088,270047.69
3089,378797.1666666667
3090,23661608.17
3091,18727971.336666666
3092,6500675.806666667
3093,208767693.89666668
3094,192875141.91333333
3095,56206284.47333334
3096,4061388.553333333
3097,941826266.14
3098,58968776.906666666
3099,68900052.05666667
3100,3202281.48
3101,19472356.24
3102,6516089.67
3103,3881387.683333333
3104,3721956.68
3105,131897127.80666667
3106,34594563.96333333
3107,55903201.64333333
3108,4728248.106666666
3109,15278992.516666668
3110,409177605.60333335
3111,7381090.156666666
3112,151266.26333333334
3113,5038989.076666667
3114,31863608.956666667
3115,13497894.923333334
3116,13237176.906666666
3117,205015.60666666666
3118,1250055.6466666667
3119,183554739.20333335
3120,120675429.96
3121,7953257.293333333
3122,4655796.726666667
3123,15365222.693333333
3124,4045816.9233333333
3125,1182567.89
3126,48673962.57333333
3127,9421667.176666666
3128,37318134.00333333
3129,273426469.4533333
3130,20013076.6
3131,6999764.153333333
3132,2814248.9033333333
3133,3776575.8733333335
3134,14042473.45
3135,876086.7966666666
3136,5351387.46
3137,156026125.05
3138,1267496.5033333334
3139,23219937.15
3140,101075562.10666667
3141,17815676.286666665
3142,5118830.133333334
3143,201842266.75333333
3144,12798666.223333333
3145,181612731.38333333
3146,3041978.42
3147,14966192.273333333
3148,1379432.4
3149,91516620.91
3150,108862988.21333334
3151,6294510.973333334
3152,18229418.06
3153,2992185.02
3154,8187300.916666667
3155,30824852.786666665
3156,1760131.9
3157,67457267.66666667
3158,107111347.31
3159,12077326.816666666
3160,22265247.95
3161,253189.0
3162,16213172.843333334
3163,168412462.76333332
3164,3166364.3266666667
3165,182109.52666666667
3166,1984750.19
3167,52589769.26
3168,1960594.0933333333
3169,16640367.38
3170,14669265.963333333
3171,125799461.14333333
3172,40007976.31333333
3173,534908.9066666666
3174,2294738.2733333334
3175,18505904.5
3176,42299939.17
3177,68747198.15666667
3178,7841372.25
3179,15496436.026666667
3180,9247461.693333333
3181,568382.5966666667
3182,500657208.69
3183,21241897.06
3184,52858789.52333333
3185,77278992.41333333
3186,90910580.19333333
3187,12375107.15
3188,18794363.523333333
3189,82226040.63
3190,178648451.93333334
3191,19769757.65
3192,18051657.553333335
3193,650571230.8033333
3194,51884250.27
3195,98158.02666666667
3196,9065821.373333333
3197,18454072.616666667
3198,167750390.11666667
3199,343823948.8
3200,6568294.376666667
3201,61098989.45666666
3202,12259019.05
3203,1662716.58
3204,2165176.683333333
3205,2161238.35
3206,13272569.526666667
3207,32624780.333333332
3208,13647088.946666667
3209,6816714.623333333
3210,437933775.50333333
3211,2900492.43
3212,26402777.583333332
3213,59415721.77
3214,5479882.86
3215,3732728.6433333335
3216,4336159.5633333335
3217,381912037.37666667
3218,18265708.676666666
3219,4571015.466666667
3220,194433333.29
3221,5981757.25
3222,3944575.986666667
3223,18320409.25
3224,1651319.1633333333
3225,6333893.273333333
3226,8512508.366666667
3227,60673255.72666667
3228,249632720.51333332
3229,123299461.67
3230,31244658.47
3231,51463756.45666666
3232,16269278.823333334
3233,2182184.1433333335
3234,6409329.576666667
3235,57628546.35333333
3236,386950.0733333333
3237,23132060.64666667
3238,5131347.446666666
3239,421694.0966666667
3240,324326830.29
3241,5071592.573333333
3242,9164287.446666667
3243,5427424.513333334
3244,1417095.5633333332
3245,13883996.976666667
3246,27256419.053333335
3247,18535900.993333332
3248,68283961.41666667
3249,8369470.956666667
3250,375635459.06666666
3251,1611229.2733333334
3252,32106993.64
3253,135385979.52666667
3254,3031453.1933333334
3255,59039.59333333333
3256,33084326.51
3257,6533031.543333333
3258,193671616.98333332
3259,24466376.26333333
3260,1898514.5366666666
3261,708319181.85
3262,26679695.72
3263,2865260.22
3264,219972.72333333333
3265,33485.88
3266,152628.99333333335
3267,23861232.473333333
3268,187583.11333333334
3269,53278256.42333333
3270,87415671.32333334
3271,2948767.3066666666
3272,18863607.23666667
3273,31834158.536666665
3274,411178575.94
3275,29748826.033333335
3276,2720627.763333333
3277,12337995.696666667
3278,104459238.63666667
3279,24545280.936666667
3280,242617394.49
3281,254825.82
3282,3274483.49
3283,296748115.53333336
3284,60364676.97333334
3285,60420437.11333334
3286,1008677.5266666666
3287,4304790.23
3288,18991142.506666668
3289,47886196.29666667
3290,71130780.59
3291,158965412.99
3292,443701151.54
3293,61933649.09
3294,8242118.433333334
3295,4982903.036666667
3296,6337967.733333333
3297,4523699.456666667
3298,62078662.14
3299,8465725.246666666
3300,28374995.86
3301,91103.94
3302,10050157.57
3303,3865935.1266666665
3304,13141482.633333333
3305,101482988.02
3306,207867.78
3307,48957432.02666666
3308,24203202.836666666
3309,7111499.256666667
3310,4576746.446666666
3311,6501295.453333333
3312,25095051.256666668
3313,98614600.80666667
3314,36096046.53666667
3315,144942698.72
3316,16065557.13
3317,2229106.2333333334
3318,4525831.196666666
3319,6631200.913333333
3320,22456003.6
3321,17878743.273333333
3322,17981791.07
3323,327109635.12666667
3324,10607761.526666667
3325,90735025.69666667
3326,279962768.08
3327,90343445.23666666
3328,8363753.506666667
3329,6175661.183333334
3330,181939266.10666665
3331,3361286.276666667
3332,61599140.86666667
3333,380873603.2266667
3334,7649015.303333334
3335,46713438.656666666
3336,17616901.27
3337,76322.12333333334
3338,33849677.52666666
3339,3208773.55
3340,185466688.18333334
3341,12554214.353333334
3342,80931220.62666667
3343,50574694.14666667
3344,547927.0766666667
3345,5675556.683333334
3346,36195502.89666667
3347,337675.18
3348,60133233.17666667
3349,37880619.67666667
3350,308679977.18666667
3351,19055972.206666667
3352,3619376.8466666667
3353,97096926.82666667
3354,9440121.276666667
3355,1696550.1766666668
3356,33373859.66
3357,6601535.43
3358,30017687.68
3359,42691057.00666667
3360,19043209.0
3361,112279036.76333334
3362,15686765.576666666
3363,9238595.61
3364,12282713.356666667
3365,372766.95666666667
3366,101166494.72
3367,134718907.63333333
3368,1990007.3166666667
3369,22499727.16
3370,104845511.97666667
3371,38768469.653333336
3372,64174255.053333335
3373,94653659.16333333
3374,6251389.83
3375,82154148.61
3376,17148857.723333333
3377,11362127.593333334
3378,9416507.043333333
3379,173500130.64333335
3380,32498033.243333332
3381,4301467.97
3382,493425.55
3383,642783.7733333333
3384,34071313.82666667
3385,131206389.40333334
3386,975193.9866666667
3387,1209191.77
3388,145521933.68666667
3389,1249777666.2166667
3390,14890271.733333332
3391,11537684.87
3392,27483140.66
3393,2927099.1633333336
3394,183314823.91333333
3395,163999046.84
3396,16328681.976666667
3397,98768.41333333333
3398,331001465.78
3399,126718723.81333333
3400,13941533.71
3401,2594130.33
3402,1228571.7133333334
3403,215214078.51666668
3404,52581938.28666667
3405,18770274.053333335
3406,265583958.83
3407,171016797.57333332
3408,23881080.39
3409,338568.2033333333
3410,39552445.73
3411,70472845.32333334
3412,2976601.8466666667
3413,32383500.94
3414,3730096.7666666666
3415,21759733.19333333
3416,89262787.53666666
3417,55885214.75
3418,38586842.77333333
3419,439484403.6766667
3420,2214497.3533333335
3421,24305928.153333332
3422,1631460.95
3423,503432316.68
3424,2321793.84
3425,13560197.136666667
3426,23146850.213333335
3427,17686601.916666668
3428,2462065.73
3429,32625261.666666668
3430,982307401.22
3431,5603884.693333333
3432,7499370.95
3433,7513526.566666666
3434,5620222.8533333335
3435,450397931.39
3436,143712654.42666668
3437,14872931.283333333
3438,16762768.366666667
3439,143001005.69
3440,122906065.29333334
3441,101869901.72666667
3442,7065294.6
3443,5038131.8133333335
3444,2403007.8866666667
3445,119763260.23333333
3446,1180831.5133333334
3447,10311722.453333333
3448,14090350.926666666
3449,4539222.483333333
3450,66265651.29666667
3451,29831416.903333332
3452,37959913.14333333
3453,88217988.63333334
3454,13743321.383333333
3455,9856989.456666667
3456,177013129.35666665
3457,27029650.23666667
3458,35875274.123333335
3459,701015830.7733333
3460,18680511.18
3461,12844503.246666666
3462,10288382.156666666
3463,18544681.543333333
3464,475570.3566666667
3465,75281057.28
3466,40251823.876666665
3467,9959551.003333334
3468,142244383.16
3469,39534799.406666666
3470,214513.75
3471,79026567.33666667
3472,2071055.5333333334
3473,71661045.52333333
3474,66657555.86666667
3475,340600780.93
3476,6892344.1866666665
3477,44122800.77
3478,9370490.463333333
3479,245419091.61333334
3480,8341411.373333333
3481,5336728.52
3482,1144539.65
3483,1509502.54
3484,4557088.926666667
3485,64996632.31333333
3486,121054503.94333333
3487,78030553.55
3488,301658098.43333334
3489,9991656.84
3490,19483129.326666668
3491,32084585.39666667
3492,4887267.516666667
3493,37349480.57333333
3494,13515070.456666667
3495,153318683.78666666
3496,4867227.81
3497,37685463.346666664
3498,13583503.003333334
3499,68776319.44333333
3500,1144912.58
3501,130313783.74
3502,70041045.40333334
3503,21947550.716666665
3504,94612943.22
3505,2679643.34
3506,216888988.21666667
3507,380690783.96666664
3508,20430400.52
3509,31399458.803333335
3510,21161182.913333334
3511,87741710.73666666
3512,188614471.11333334
3513,18695159.036666665
3514,13506667.946666667
3515,1342898.18
3516,70284608.95333333
3517,775557249.1133333
3518,18616607.4
3519,8584090.416666666
3520,4008671.5866666664
3521,1478659.03
3522,10932826.93
3523,20279241.663333334
3524,40542438.55
3525,134286846.39333335
3526,25922217.843333334
3527,40115116.843333334
3528,1331225.8733333333
3529,401597878.1533333
3530,30641500.276666667
3531,71214595.12333333
3532,124651899.25333333
3533,41077740.83
3534,47202293.00333333
3535,267912814.44666666
3536,8569058.466666667
3537,68559288.61
3538,208168975.90333334
3539,34057901.34
3540,27798795.67
3541,22468834.33
3542,18625893.48
3543,673620.0233333333
3544,62920212.516666666
3545,1419145.3133333332
3546,6980903.57
3547,113984222.24
3548,444491796.7033333
3549,1044380.6133333333
3550,293104286.20666665
3551,145652981.23333332
3552,96618692.25333333
3553,30164017.55
3554,179160883.00333333
3555,181446089.57666665
3556,43279298.57333333
3557,14014464.056666667
3558,199193950.54
3559,30020571.626666665
3560,18039260.993333332
3561,121978166.81666666
3562,2567226.21
3563,10373641.883333333
3564,773793.3
3565,10645195.213333333
3566,123362995.14333333
3567,22097167.08
3568,5786604.97
3569,151632235.98333332
3570,1474719.5166666666
3571,24871638.55
3572,228531993.24
3573,6270939.6866666665
3574,36848232.656666666
3575,23951296.936666667
