id,revenue
3001,78535235.03
3002,5409846.05
3003,29300616.466666665
3004,22503346.623333335
3005,1421488.4033333333
3006,17737463.716666665
3007,1171232.0433333332
3008,77927537.62333333
3009,44429637.346666664
3010,211198478.48
3011,391931.48
3012,1316187.31
3013,95787905.67666666
3014,181676.59333333332
3015,32148954.676666666
3016,320302.9866666667
3017,99505265.01
3018,180433465.84333333
3019,28663018.083333332
3020,871605060.8433334
3021,43018519.16
3022,43670654.74333333
3023,1397983.34
3024,38277036.093333334
3025,442417.0466666667
3026,123387126.55
3027,9511807.083333334
3028,43561631.78
3029,171292.56666666668
3030,60261633.97666667
3031,6165522.56
3032,13721131.62
3033,2468172.9
3034,706474.73
3035,7580008.87
3036,17959894.976666667
3037,74355072.77333333
3038,74916762.58
3039,18398932.09
3040,2688788.3766666665
3041,12993641.5
3042,1792303.3633333333
3043,11828476.306666667
3044,6932801.876666667
3045,371752902.23333335
3046,5162442.736666666
3047,17270562.533333335
3048,32812921.67
3049,16790764.093333334
3050,24921898.653333332
3051,1434614.7633333334
3052,52829731.916666664
3053,118579.56666666667
3054,5182039.443333333
3055,81190881.52
3056,1477556.3033333332
3057,169266273.74333334
3058,941628669.7733333
3059,1936553.95
3060,112786070.42
3061,75759878.2
3062,72328485.94333333
3063,87878692.86333333
3064,90537821.59
3065,70272137.30666667
3066,141840257.58333334
3067,3525066.57
3068,56576714.27333333
3069,304353200.02
3070,5612959.383333334
3071,5310373.0633333335
3072,749890309.0933334
3073,1415105.07
3074,3056516.1266666665
3075,21119058.916666668
3076,158364011.63666666
3077,84691354.43
3078,117168380.92333333
3079,77389483.38666667
3080,136238998.49
3081,93036901.57333334
3082,12677174.546666667
3083,4553634.0633333335
3084,1978348.1933333334
3085,7179526.443333333
3086,120726694.06666666
3087,72204.18333333333
3088,325852.57666666666
3089,488494.8233333333
3090,31546123.653333332
3091,20389079.56
3092,8983831.53
3093,207747737.03666666
3094,166524061.35
3095,26545393.73
3096,1771212.0233333334
3097,947000808.76
3098,17564352.36
3099,76220094.88
3100,5714393.0633333335
3101,19333035.156666666
3102,5275528.3133333335
3103,1171576.5233333334
3104,1809690.6
