id,revenue
3001,52147047.696666665
3002,5478174.62
3003,68077609.29666667
3004,23265802.803333335
3005,1981673.2
3006,12375978.66
3007,4249523.92
3008,57960878.62
3009,40140367.556666665
3010,379816243.72
3011,811941.34
3012,2601357.06
3013,63979515.97
3014,1100805.83
3015,38537455.86
3016,1539441.7833333334
3017,133857397.71666667
3018,168216203.57333332
3019,33394497.97
3020,716025454.08
3021,25352293.386666667
3022,35789762.47333334
3023,475288.92333333334
3024,22107328.48666667
3025,631277.73
3026,87416298.30333333
3027,10883033.77
3028,57643487.016666666
3029,2093716.6233333333
3030,32516003.98666667
3031,5817215.22
3032,9742092.066666666
3033,650745.48
3034,1913537.8266666667
3035,7696432.933333334
3036,6679255.953333333
3037,113091432.33333333
3038,15129441.763333334
3039,31617710.98
3040,1240355.55
3041,17116907.623333335
3042,1551769.98
3043,13176535.73
3044,9469630.72
3045,383568861.3333333
3046,3826651.9166666665
3047,8975712.42
3048,35308949.696666665
3049,86633881.44666667
3050,68801650.09
3051,2709641.2066666665
3052,37835956.13333333
3053,90626.81333333334
3054,8709672.08
3055,128420119.84
3056,871286.9333333333
3057,94771133.51
3058,819317966.45
3059,3566646.236666667
3060,136629807.58
3061,74823305.18
3062,130505069.75
3063,81439274.02666667
3064,225556793.55333334
3065,49280756.44
3066,122466714.52666667
3067,3140779.77
3068,80373827.39333333
3069,308168908.6066667
3070,3008135.87
3071,3604344.0566666666
3072,765943918.0966667
3073,1082672.9666666666
3074,3029688.67
3075,11339665.003333334
3076,283465562.62
3077,48790530.68
3078,149274968.62333333
3079,72891329.98333333
3080,195654172.19333333
3081,27423626.34
3082,19441446.933333334
3083,4726903.216666667
3084,1013067.3933333333
3085,22113211.343333334
3086,112225595.56
3087,275281.4166666667
3088,670227.6066666667
3089,829712.0333333333
3090,35168117.89
3091,25249074.99
3092,8356256.64
3093,204984340.79
3094,174796628.12666667
3095,51913358.516666666
3096,1064894.5
3097,881389827.5
3098,18219913.21
3099,62496598.49666667
3100,6175187.65
3101,19216934.756666668
3102,7869625.226666667
3103,2455097.07
3104,1717354.4333333333
3105,133788078.93666667
3106,30629276.633333333
3107,40430813.663333334
3108,11194373.05
3109,14267582.34
3110,614873435.01
3111,2463171.6466666665
3112,774179.3033333333
3113,8428179.633333333
3114,8179882.233333333
3115,12621335.816666666
3116,16457205.333333334
3117,772865.5166666667
3118,1291601.1366666667
3119,174416601.48666668
3120,284507769.65
3121,4283860.28
3122,8486280.663333334
3123,15934261.533333333
3124,4608462.966666667
3125,2821166.0233333334
3126,39982644.63333333
3127,13691475.943333333
3128,51768892.123333335
3129,252617887.09666666
3130,35580994.11666667
3131,1258287.8766666667
3132,7590074.376666667
3133,3425630.1566666667
3134,15012818.17
3135,1894936.3266666667
3136,11392451.966666667
3137,149927376.10333332
3138,356035.3933333333
3139,33771552.77333333
3140,111324463.01
3141,12896824.163333334
3142,2894682.1
3143,174859622.07333332
3144,12804004.406666666
3145,182628480.50333333
3146,1451732.0333333334
3147,8802399.37
3148,1587356.3
3149,107134119.43666667
3150,133988677.95666666
3151,12892703.28
3152,10926296.09
3153,5478745.2
3154,4993135.633333334
3155,72905841.01333334
3156,9716461.013333334
3157,8812488.726666667
3158,139407795.70666668
3159,10705739.526666667
3160,16584441.91
3161,162802.46
3162,8835997.693333333
3163,124316239.28666666
3164,11078925.833333334
3165,393094.76666666666
3166,744462.71
3167,67640520.34333333
3168,1897446.8266666667
3169,27069436.956666667
3170,18996689.60333333
3171,66007042.64666667
3172,49606960.28
3173,225180.80333333334
3174,1616728.61
3175,27561582.08
3176,42876342.013333336
3177,80069110.22
3178,6868691.543333333
3179,8760368.523333333
3180,10439021.546666667
3181,1155295.11
3182,365238413.15
3183,37423792.78333333
3184,34488261.43333333
3185,32077264.956666667
3186,64606358.48
3187,12443623.213333333
3188,18266533.493333332
3189,68624905.68666667
3190,176877087.01333332
3191,18904574.33
3192,15863803.166666666
3193,326692804.0133333
3194,57762939.163333334
3195,149955.03666666665
3196,5925970.3
3197,16220413.353333334
3198,255438052.98333332
3199,308424361.1566667
3200,10652605.103333334
3201,46063475.85333333
3202,15174752.063333333
3203,651401.4433333334
3204,2832437.87
3205,2740528.2333333334
3206,9358578.18
3207,42242447.74333333
3208,5221145.12
3209,5769480.56
3210,505335197.1766667
3211,4819469.546666667
3212,37386426.82666667
3213,48692955.79666667
3214,8066191.11
3215,7768529.406666666
3216,3539864.76
3217,386388815.2966667
3218,15436425.856666667
3219,5510372.693333333
3220,326742277.37333333
3221,9149743.51
3222,5718911.51
3223,18754483.243333332
3224,3579743.03
3225,6056023.306666667
3226,1601998.1266666667
3227,116153797.96
3228,238916104.02666667
3229,109234263.76
3230,51086697.52333333
3231,50308341.586666666
3232,35355434.35
3233,3314337.93
3234,3352357.31
