id,revenue
3001,22332236.35333333
3002,8047389.376666667
3003,18050282.483333334
3004,15345973.023333333
3005,5491973.58
3006,13346749.956666667
3007,2032933.31
3008,70911721.49666667
3009,41618161.99
3010,226447614.54666665
3011,440462.1533333333
3012,226981.08333333334
3013,61639482.62
3014,1864164.2133333334
3015,23882397.926666666
3016,801327.9566666667
3017,97503510.85666667
3018,225702783.93666667
3019,19380254.313333333
3020,781039423.1533333
3021,58395025.38
3022,112368984.04333334
3023,1641499.52
3024,23269475.48666667
3025,190977.30666666667
3026,131099274.41666667
3027,12904536.226666667
3028,89677349.52
3029,629658.76
3030,66215750.00333333
3031,6344702.883333334
3032,13028976.993333334
3033,1788745.8933333333
3034,285026.3466666667
3035,7338505.64
3036,25143199.61
3037,85057746.59666666
3038,88618358.60333334
3039,23928025.783333335
3040,5321262.406666666
3041,5076724.026666666
3042,1548785.6566666667
3043,7951901.513333334
3044,5821964.723333334
3045,502753635.1666667
3046,10167488.066666666
3047,13828240.55
3048,39379765.63666666
3049,20996233.78
3050,29341228.186666667
3051,1299334.17
3052,45043756.416666664
3053,409459.32666666666
3054,6967096.066666666
3055,81097392.49333334
3056,459473.91333333333
3057,160250274.98
3058,947211681.9566667
3059,1102842.5666666667
3060,103411871.56
3061,40362957.266666666
3062,51034950.98
3063,95845697.34666666
3064,93912703.66
3065,45253931.55
3066,158698115.37333333
3067,3388616.8966666665
3068,61717335.52333333
3069,309316738.74
3070,422633.79
3071,2423817.37
3072,710723370.5733334
3073,1719617.26
3074,1284147.3833333333
3075,7836442.16
3076,113976047.51333334
3077,41807517.53
3078,173881807.44666666
3079,40050406.20333333
3080,167545590.2
3081,78364254.97333333
3082,10120583.616666667
3083,7426672.773333333
3084,1819271.03
3085,9804330.87
3086,127735196.53
3087,83115.38333333333
3088,687832.0366666666
3089,571811.23
3090,27182208.493333332
3091,19511938.27
3092,3504674.4233333333
3093,163259228.83
3094,187994122.50333333
3095,43082923.53666667
3096,2080408.37
3097,987811757.77
3098,12537414.363333333
3099,108529045.74666667
3100,6515782.33
3101,16624521.823333334
3102,19155413.823333334
3103,1625284.0533333332
3104,3948858.973333333
3105,106612197.10666667
3106,57526289.71666667
3107,36063419.42333333
3108,17894029.086666666
3109,18487193.543333333
3110,522132613.03
3111,986348.44
3112,514136.87333333335
3113,14404975.983333332
3114,11131444.803333333
3115,14881248.696666667
3116,16651890.976666667
3117,512425.99
3118,5799008.15
3119,207288790.98
3120,284980944.09
3121,2036870.4433333334
3122,7063715.096666667
3123,8130214.613333333
3124,729781.0533333333
3125,940598.4433333334
3126,153275617.77333334
3127,12066087.08
3128,23877784.116666667
3129,225087697.18666667
3130,18264178.13
3131,9035749.59
3132,5162722.543333333
3133,7304327.036666667
3134,14513512.023333333
3135,1174016.58
3136,3765319.013333333
3137,190862204.16333333
3138,595632.98
3139,40314495.68
3140,156079397.8
3141,3938009.046666667
3142,4524567.766666667
3143,161042899.36
3144,10793199.873333333
3145,225337080.69
3146,3545503.92
3147,22268133.373333335
3148,4238332.5633333335
3149,65248394.71
3150,61453054.38333333
3151,12693292.453333333
3152,4250154.286666667
3153,6102090.756666667
3154,29168773.973333333
3155,17477446.48666667
3156,6316810.79
3157,14224569.476666667
3158,129765036.87666667
3159,11601774.496666666
3160,23717490.43
3161,339394.33
3162,5423966.41
3163,155572961.23666668
3164,10234836.343333334
3165,270358.07
3166,791381.7433333333
3167,79121784.76333334
3168,1163052.91
3169,53496446.99
3170,21560946.19
3171,80132966.36333333
3172,49320128.68333333
3173,155150.56333333332
3174,4684214.656666666
3175,16416489.16
3176,20463661.233333334
3177,78001851.51
3178,6031134.226666667
3179,12504074.456666667
3180,8221439.023333333
3181,877018.68
3182,520200177.1666667
3183,23464289.926666666
3184,27851322.936666667
3185,54227520.02666666
